ATP,Location,Tournament,date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,
40,London,Wimbledon,5/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Janowicz J.,Pouille L.,141,16,400,2570,7,6,7,6,3,6,6,1,,,3,1,Completed,3,1.4,2.95,1.35,3.25,1.36,3.49,1.36,3.55,1.41,3.11,1.37,,
40,London,Wimbledon,5/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Anderson K.,Seppi A.,42,87,970,626,6,3,7,6,6,3,,,,,3,0,Completed,1.25,4,1.25,3.6,1.3,3.5,1.3,3.89,1.33,4,1.29,3.61,,
40,London,Wimbledon,5/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Brown D.,1,97,9390,585,6,3,6,2,6,2,,,,,3,0,Completed,1.07,9,1.07,7,1.12,6,1.09,9.1,1.12,10.5,1.08,7.91,,
40,London,Wimbledon,5/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Paire B.,Herbert P.H.,46,70,960,707,7,6,6,1,6,4,,,,,3,0,Completed,1.9,1.9,1.85,1.85,1.91,1.91,1.96,1.94,1.97,2,1.88,1.92,,
40,London,Wimbledon,5/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Young D.,2,43,7285,970,6,4,6,2,7,5,,,,,3,0,Completed,1.05,11,1.03,9,1.06,9,1.07,11.25,1.08,13.5,1.05,10.54,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,Darcis S.,39,61,1005,831,3,0,,,,,,,,,0,0,Retired,1.4,3,1.37,2.85,1.4,3,1.45,3,1.45,3.15,1.4,2.97,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Dimitrov G.,Baghdatis M.,11,65,3070,745,6,3,6,2,6,1,,,,,3,0,Completed,1.14,5.5,1.11,5.6,1.12,6,1.13,7.04,1.15,7.25,1.13,6.03,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Sela D.,Isner J.,90,21,615,1930,6,7,7,6,5,7,7,6,6,3,3,2,Completed,4.5,1.2,4.6,1.16,5,1.17,5.42,1.19,6,1.21,5.01,1.18,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev M.,Kukushkin M.,30,118,1396,465,6,1,6,2,2,6,3,6,6,4,3,2,Completed,1.2,4.5,1.18,4.3,1.22,4.33,1.22,4.85,1.24,5.05,1.2,4.53,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Gulbis E.,Del Potro J.M.,589,32,50,1325,6,4,6,4,7,6,,,,,3,0,Completed,6,1.12,5.4,1.12,5.5,1.14,6.87,1.14,7.5,1.14,6.16,1.12,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Monfils G.,Edmund K.,14,50,2695,898,7,6,6,4,6,4,,,,,3,0,Completed,1.22,4.33,1.21,3.95,1.25,4,1.24,4.65,1.25,4.9,1.22,4.27,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Pavlasek A.,4,136,6055,415,6,2,6,2,6,1,,,,,3,0,Completed,1.01,26,1.01,11.5,1.02,15,1.01,27.22,1.02,34.25,1.01,20.04,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Mannarino A.,Sugita Y.,51,44,896,967,6,1,5,7,4,6,7,6,6,2,3,2,Completed,2,1.8,1.9,1.8,2,1.8,2.04,1.87,2.05,1.95,1.97,1.83,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Thiem D.,Simon G.,8,36,3895,1095,5,7,6,4,6,2,6,4,,,3,1,Completed,1.22,4.33,1.21,3.95,1.25,4,1.24,4.65,1.25,5.05,1.23,4.26,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Berdych T.,Harrison R.,15,41,2570,993,6,4,6,3,6,7,6,3,,,3,1,Completed,1.12,6,1.11,5.6,1.14,5.5,1.13,7.05,1.17,7.75,1.12,6.24,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Raonic M.,Youzhny M.,7,82,4150,640,3,6,7,6,6,4,7,5,,,3,1,Completed,1.05,11,1.04,8.5,1.07,8,1.06,12.02,1.07,14.5,1.05,9.97,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Ramos-Vinolas A.,Rublev A.,22,95,1885,585,7,5,6,7,4,6,6,3,6,4,3,2,Completed,1.61,2.3,1.6,2.2,1.61,2.25,1.66,2.37,1.69,2.4,1.63,2.28,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Donaldson J.,Lorenzi P.,67,33,730,1188,6,4,7,6,6,7,6,2,,,3,1,Completed,1.57,2.37,1.53,2.35,1.57,2.37,1.61,2.49,1.67,2.51,1.58,2.38,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Tiafoe F.,12,64,3070,756,6,3,6,4,6,3,,,,,3,0,Completed,1.08,8,1.08,6.5,1.1,7,1.11,8.3,1.11,9.5,1.08,7.93,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Lajovic D.,5,79,5265,661,7,6,6,3,6,2,,,,,3,0,Completed,1.01,26,1.01,11.5,1.02,15,1.01,34.05,1.02,46.75,1.01,21.21,,
40,London,Wimbledon,6/7/17,Grand Slam,Outdoor,Grass,2nd Round,5,Ofner S.,Sock J.,216,18,248,2335,6,3,6,4,3,6,2,6,6,2,3,2,Completed,6,1.12,5.2,1.13,5.5,1.14,5.91,1.17,6.7,1.17,5.89,1.14,,
40,London,Wimbledon,7/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Bautista Agut R.,Nishikori K.,19,9,2155,3830,6,4,7,6,3,6,6,3,,,3,1,Completed,3,1.4,2.95,1.35,3.25,1.36,3.06,1.44,3.4,1.44,3.09,1.38,,
40,London,Wimbledon,7/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Muller G.,Bedene A.,26,58,1675,853,7,6,7,5,6,4,,,,,3,0,Completed,1.4,3,1.35,2.95,1.36,3,1.41,3.22,1.42,3.3,1.38,3.08,,
40,London,Wimbledon,7/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Cilic M.,Johnson S.,6,31,4235,1395,6,4,7,6,6,4,,,,,3,0,Completed,1.14,5.5,1.13,5.2,1.14,5.5,1.17,6.16,1.17,6.76,1.14,5.69,,
40,London,Wimbledon,7/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Paire B.,Janowicz J.,46,141,960,400,6,2,7,6,6,3,,,,,3,0,Completed,2.1,1.72,2,1.72,2.1,1.73,2.13,1.82,2.15,1.83,2.07,1.76,,
40,London,Wimbledon,7/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,Khachanov K.,2,34,7285,1176,6,1,6,4,7,6,,,,,3,0,Completed,1.06,10,1.05,7.75,1.08,7.5,1.07,11.49,1.08,13,1.06,9.52,,
40,London,Wimbledon,7/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Murray A.,Fognini F.,1,29,9390,1430,6,2,4,6,6,1,7,5,,,3,1,Completed,1.08,8,1.07,7,1.11,6.5,1.1,9.22,1.12,9.75,1.09,7.63,,
40,London,Wimbledon,7/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Anderson K.,Bemelmans R.,42,124,970,457,7,6,6,4,7,6,,,,,3,0,Completed,1.11,6.5,1.11,5.6,1.12,6,1.16,6.31,1.16,6.75,1.13,6.08,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Dimitrov G.,Sela D.,11,90,3070,615,6,1,6,1,,,,,,,2,0,Retired,1.05,11,1.04,8.5,1.06,9,1.06,12.75,1.07,15,1.05,10.36,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Mannarino A.,Monfils G.,51,14,896,2695,7,6,4,6,5,7,6,3,6,2,3,2,Completed,4.5,1.2,3.95,1.21,4,1.25,4.48,1.26,5,1.26,4.36,1.22,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Raonic M.,Ramos-Vinolas A.,7,22,4150,1885,7,6,6,4,7,5,,,,,3,0,Completed,1.1,7,1.1,5.9,1.12,6,1.11,8.37,1.12,8.39,1.1,8.12,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Querrey S.,Tsonga J.W.,28,10,1495,3075,6,2,3,6,7,6,1,6,7,5,3,2,Completed,3.4,1.33,3.2,1.3,3.4,1.33,3.62,1.34,3.7,1.37,3.34,1.33,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Berdych T.,Ferrer D.,15,39,2570,1005,6,3,6,4,6,3,,,,,3,0,Completed,1.16,5,1.17,4.4,1.2,4.5,1.21,5.22,1.21,5.45,1.19,4.73,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Gulbis E.,4,589,6055,50,6,4,6,1,7,6,,,,,3,0,Completed,1.07,9,1.06,7.25,1.07,8,1.1,9.14,1.1,10.65,1.08,8.38,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Zverev A.,Ofner S.,12,216,3070,248,6,4,6,4,6,2,,,,,3,0,Completed,1.04,13,1.03,9,1.04,11,1.06,13.84,1.08,16.17,1.04,11.68,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,5,Thiem D.,Donaldson J.,8,67,3895,730,7,5,6,4,6,2,,,,,3,0,Completed,1.11,6.5,1.09,6.25,1.1,7,1.11,8.19,1.16,8.25,1.12,6.44,,
40,London,Wimbledon,8/7/17,Grand Slam,Outdoor,Grass,3rd Round,3,Federer R.,Zverev M.,5,30,5265,1396,7,6,6,4,6,4,,,,,3,0,Completed,1.03,15,1.02,10,1.04,11,1.04,17.22,1.05,20.5,1.04,13.05,,
40,London,Wimbledon,10/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Cilic M.,Bautista Agut R.,6,19,4235,2155,6,2,6,2,6,2,,,,,3,0,Completed,1.2,4.5,1.19,4.2,1.22,4.33,1.23,4.8,1.24,5.05,1.21,4.53,,
40,London,Wimbledon,10/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Querrey S.,Anderson K.,28,42,1495,970,5,7,7,6,6,3,6,7,6,3,3,2,Completed,2.1,1.72,2,1.72,2,1.8,2.26,1.73,2.26,1.84,2.07,1.77,,
40,London,Wimbledon,10/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Murray A.,Paire B.,1,46,9390,960,7,6,6,4,6,4,,,,,3,0,Completed,1.1,7,1.09,6.25,1.12,6,1.13,7.5,1.14,8.25,1.11,6.9,,
40,London,Wimbledon,10/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Berdych T.,Thiem D.,15,8,2570,3895,6,3,6,7,6,3,3,6,6,3,3,2,Completed,1.8,2,1.75,1.95,1.8,2,1.84,2.1,1.91,2.1,1.83,1.98,,
40,London,Wimbledon,10/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Muller G.,Nadal R.,26,2,1675,7285,6,3,6,4,3,6,4,6,15,13,3,2,Completed,6.5,1.11,5.9,1.1,6,1.12,8.03,1.12,8.75,1.12,7.05,1.11,,
40,London,Wimbledon,10/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Raonic M.,Zverev A.,7,12,4150,3070,4,6,7,5,4,6,7,5,6,1,3,2,Completed,1.72,2.1,1.75,1.95,1.8,2,1.88,2.04,1.91,2.1,1.81,2.01,,
40,London,Wimbledon,10/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Dimitrov G.,5,11,5265,3070,6,4,6,2,6,4,,,,,3,0,Completed,1.14,5.5,1.15,4.75,1.17,5,1.19,5.61,1.19,6.1,1.16,5.33,,
40,London,Wimbledon,11/7/17,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Mannarino A.,4,51,6055,896,6,2,7,6,6,4,,,,,3,0,Completed,1.03,15,1.02,10,1.05,10,1.05,15.55,1.05,21,1.03,12.89,,
40,London,Wimbledon,12/7/17,Grand Slam,Outdoor,Grass,Quarterfinals,5,Cilic M.,Muller G.,6,26,4235,1675,3,6,7,6,7,5,5,7,6,1,3,2,Completed,1.2,4.5,1.18,4.3,1.22,4.33,1.22,4.92,1.25,5.35,1.2,4.63,,
40,London,Wimbledon,12/7/17,Grand Slam,Outdoor,Grass,Quarterfinals,5,Querrey S.,Murray A.,28,1,1495,9390,3,6,6,4,6,7,6,1,6,1,3,2,Completed,5,1.16,5,1.14,5,1.17,5.57,1.19,6.1,1.2,5.29,1.16,,
40,London,Wimbledon,12/7/17,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Raonic M.,5,7,5265,4150,6,4,6,2,7,6,,,,,3,0,Completed,1.2,4.5,1.18,4.3,1.22,4.33,1.21,5.14,1.23,5.45,1.2,4.7,,
40,London,Wimbledon,12/7/17,Grand Slam,Outdoor,Grass,Quarterfinals,5,Berdych T.,Djokovic N.,15,4,2570,6055,7,6,2,0,,,,,,,1,0,Retired,4,1.25,4.1,1.2,4,1.25,5.17,1.21,5.17,1.28,4.27,1.23,,
40,London,Wimbledon,14/07/17,Grand Slam,Outdoor,Grass,Semifinals,5,Cilic M.,Querrey S.,6,28,4235,1495,6,7,6,4,7,6,7,5,,,3,1,Completed,1.28,3.75,1.28,3.35,1.3,3.5,1.31,3.95,1.35,4.05,1.3,3.64,,
40,London,Wimbledon,14/07/17,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Berdych T.,5,15,5265,2570,7,6,7,6,6,4,,,,,3,0,Completed,1.1,7,1.09,6.25,1.14,5.5,1.12,8.04,1.15,8.5,1.12,6.85,,
40,London,Wimbledon,16/07/17,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Cilic M.,5,6,5265,4235,6,3,6,1,6,4,,,,,3,0,Completed,1.22,4.5,1.2,4.1,,,1.25,4.6,1.26,4.75,1.23,4.33,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Dutra Silva R.,47,386,944,114,6,3,7,6,5,7,3,6,6,3,3,2,Completed,1.12,6,1.12,5,1.12,6,1.12,7.48,1.14,7.48,1.12,6.33,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Dzumhur D.,Kudla D.,87,66,660,770,7,6,7,5,2,6,1,6,6,3,3,2,Completed,3.75,1.25,3.5,1.22,3.75,1.25,3.85,1.31,4.1,1.31,3.75,1.26,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Stakhovsky S.,Nishioka Y.,94,122,635,506,6,3,6,4,6,4,,,,,3,0,Completed,1.22,4,1.2,3.8,1.22,4.33,1.28,4.14,1.28,4.5,1.24,4.05,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Cilic M.,Baker B.,13,589,2695,50,6,3,7,5,6,3,,,,,3,0,Completed,1.04,13,1.04,8.5,1.04,11,1.04,15.92,1.05,15.92,1.03,12.25,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Coric B.,32,50,1270,935,7,6,7,6,6,4,,,,,3,0,Completed,1.36,3,1.35,2.85,1.36,3.25,1.37,3.4,1.38,3.4,1.35,3.17,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Mannarino A.,Edmund K.,55,68,880,758,6,2,7,5,6,4,,,,,3,0,Completed,1.57,2.25,1.52,2.35,1.62,2.25,1.68,2.34,1.7,2.45,1.6,2.31,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Herbert P.H.,Kohlschreiber P.,81,22,691,1600,7,5,6,3,3,6,6,3,,,3,1,Completed,5.5,1.14,4.5,1.16,5.5,1.14,6.35,1.15,6.5,1.17,5.56,1.14,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Lacko L.,Lorenzi P.,123,49,501,940,6,4,6,7,7,5,6,3,,,3,1,Completed,1.14,5.5,1.12,5,1.14,5.5,1.2,5.24,1.2,6.2,1.15,5.4,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Anderson K.,116,25,531,1505,4,6,6,7,6,4,7,6,6,3,3,2,Completed,4.33,1.22,3.3,1.25,4.33,1.22,4.3,1.26,4.33,1.29,3.93,1.24,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Rosol L.,41,73,1075,740,6,7,6,7,6,4,6,2,12,10,3,2,Completed,1.22,4.33,1.18,4,1.22,4.33,1.25,4.46,1.27,5,1.22,4.18,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Tipsarevic J.,20,411,1720,103,4,6,6,4,7,5,6,3,,,3,1,Completed,1.2,4.5,1.2,3.8,1.25,4,1.24,4.51,1.25,4.6,1.21,4.25,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Ward J.,1,177,16950,309,6,0,7,6,6,4,,,,,3,0,Completed,1.005,34,1,11.5,1.01,17,1.01,76,1.02,76,1.01,26.02,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Sela D.,14,63,2605,781,6,2,6,1,6,1,,,,,3,0,Completed,1.16,5,1.18,4,1.2,4.5,1.19,5.46,1.23,5.46,1.18,4.81,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Dimitrov G.,Fratangelo B.,37,112,1150,537,6,3,6,4,6,2,,,,,3,0,Completed,1.3,3.5,1.25,3.3,1.29,3.5,1.29,3.97,1.35,3.97,1.3,3.5,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Mahut N.,Klein B.,51,260,919,200,7,6,6,4,6,4,,,,,3,0,Completed,1.08,8,1.08,6,1.08,8,1.07,11,1.1,11,1.07,8.76,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Goffin D.,Ward A.,11,245,2780,215,6,2,6,3,6,2,,,,,3,0,Completed,1.04,13,1.03,9,1.04,9,1.04,20.71,1.05,20.71,1.03,12.64,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Marchenko I.,547,84,59,679,6,4,6,2,7,6,,,,,3,0,Completed,1.9,1.9,2,1.7,1.83,1.83,1.83,2.1,2,2.1,1.89,1.9,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Garcia-Lopez G.,45,58,955,855,6,2,6,4,6,0,,,,,3,0,Completed,1.3,3.5,1.35,2.9,1.33,3.4,1.33,3.68,1.36,3.68,1.33,3.3,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Bellucci T.,Bemelmans R.,62,193,790,280,3,6,6,4,6,3,1,6,8,6,3,2,Completed,1.9,1.9,1.82,1.82,1.91,1.91,1.95,1.95,2,2,1.89,1.89,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Dolgopolov O.,Donskoy E.,33,78,1215,705,6,2,6,4,3,6,7,6,,,3,1,Completed,1.14,5.5,1.16,4.5,1.17,5,1.18,5.63,1.19,5.75,1.16,5.16,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Roger-Vasselin E.,Gabashvili T.,186,103,290,571,1,6,6,3,6,4,6,4,,,3,1,Completed,1.8,2,1.8,1.85,1.83,1.83,1.88,2.02,1.9,2.04,1.83,1.96,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Raonic M.,Carreno Busta P.,7,46,3175,950,7,6,6,2,6,4,,,,,3,0,Completed,1.01,23,1.01,11,1.02,11,1.01,25.99,1.02,29.75,1.01,19.38,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,Groth S.,6,124,4155,498,6,4,6,3,7,5,,,,,3,0,Completed,1.07,9,1.06,7.25,1.07,7.5,1.09,9.35,1.09,10.5,1.07,8.62,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Willis M.,Berankis R.,772,54,26,890,6,3,6,3,6,4,,,,,3,0,Completed,3.75,1.28,3,1.3,3.25,1.33,3.75,1.32,3.76,1.35,3.46,1.3,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Schwartzman D.,98,71,615,746,2,6,6,2,6,3,2,6,7,5,3,2,Completed,1.16,5,1.16,4.4,1.2,4.33,1.18,5.63,1.22,5.63,1.16,5.07,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Evans D.,Struff J.L.,91,86,648,661,6,3,6,7,7,6,7,5,,,3,1,Completed,1.72,2.1,1.68,2.05,1.8,2,1.85,2.01,1.9,2.1,1.77,2.02,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Johnson S.,Jaziri M.,29,60,1385,824,7,5,7,6,6,4,,,,,3,0,Completed,1.16,5,1.15,4.6,1.17,5,1.18,5.61,1.19,5.61,1.16,5.09,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Sock J.,Gulbis E.,26,61,1415,811,6,4,6,4,6,4,,,,,3,0,Completed,1.53,2.5,1.52,2.35,1.53,2.5,1.57,2.57,1.57,2.65,1.53,2.48,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Monfils G.,34,16,1175,2110,6,7,6,0,4,6,6,1,6,2,3,2,Completed,2.37,1.57,2.35,1.52,2.25,1.62,2.53,1.59,2.53,1.64,2.37,1.58,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Kuznetsov An.,Cuevas P.,42,24,1013,1555,6,3,3,6,5,7,6,3,6,4,3,2,Completed,2,1.8,1.85,1.82,2.1,1.67,1.87,2,2.1,2,1.95,1.83,,
39,London,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Pella G.,3,52,6425,919,7,6,7,6,6,3,,,,,3,0,Completed,1.005,34,1,11.5,1.01,26,1.01,25.99,1.02,34,1.01,20.58,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Brown D.,Lajovic D.,85,82,673,691,4,6,6,3,3,6,6,3,6,4,3,2,Completed,1.1,7,1.09,6,1.1,7,1.15,6.48,1.15,7,1.12,6.23,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Novikov D.,Saville L.,145,221,390,241,4,6,6,4,7,5,6,4,,,3,1,Completed,1.61,2.3,1.58,2.2,1.67,2.2,1.53,2.62,1.67,2.62,1.57,2.37,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Monaco J.,Daniel T.,97,114,620,535,7,5,4,6,6,3,6,2,,,3,1,Completed,1.2,4.5,1.22,3.8,1.22,4.33,1.23,4.72,1.25,4.75,1.21,4.31,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Bedene A.,10,56,2905,870,6,3,6,4,6,3,,,,,3,0,Completed,1.08,8,1.08,6,1.08,8,1.08,9.87,1.1,9.87,1.08,7.91,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Granollers M.,Estrella Burgos V.,340,77,138,707,6,2,6,4,2,6,6,4,,,3,1,Completed,1.3,3.5,1.28,3.2,1.3,3.4,1.29,4.05,1.31,4.2,1.28,3.62,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Kyrgios N.,Stepanek R.,18,121,1855,506,6,4,6,3,6,7,6,1,,,3,1,Completed,1.2,4.5,1.15,4.75,1.17,5,1.17,6.02,1.21,6.02,1.16,5.14,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Troicki V.,Lamasine T.,27,204,1405,261,6,4,6,2,6,2,,,,,3,0,Completed,1.08,8,1.08,6,1.07,7.5,1.09,9.35,1.1,9.35,1.08,7.87,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Kudryavtsev A.,76,179,710,302,6,4,6,1,6,4,,,,,3,0,Completed,1.16,5,1.15,4.6,1.17,4.5,1.15,6.59,1.18,6.59,1.15,5.25,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Paire B.,Skugor F.,23,194,1596,279,3,6,7,6,2,6,6,3,10,8,3,2,Completed,1.4,3,1.35,2.8,1.4,2.75,1.45,3,1.45,3.1,1.4,2.93,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Cervantes I.,12,75,2725,713,6,4,7,6,6,4,,,,,3,0,Completed,1.06,10,1.06,7.5,1.14,5,1.06,13,1.14,13,1.06,9.44,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Millman J.,Montanes A.,67,120,770,508,7,5,4,6,5,7,6,4,6,3,3,2,Completed,1.08,8,1.08,6,1.11,6,1.12,7.73,1.12,8.12,1.1,6.97,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Ramos-Vinolas A.,Pospisil V.,36,44,1165,955,6,4,3,6,6,3,6,4,,,3,1,Completed,3.25,1.33,3.6,1.22,4,1.25,3.22,1.4,4,1.4,3.3,1.33,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Tursunov D.,31,453,1275,85,3,6,7,6,4,6,6,3,7,5,3,2,Completed,1.44,2.75,1.4,2.75,1.4,2.75,1.45,3,1.46,3.04,1.42,2.81,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Fritz T.,5,65,5035,778,7,6,6,1,6,7,6,4,,,3,1,Completed,1.08,8,1.07,7,1.07,7.5,1.1,8.67,1.11,8.67,1.09,7.49,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Ram R.,21,72,1630,743,7,6,6,4,6,4,,,,,3,0,Completed,1.2,4.5,1.16,4.25,1.2,4.5,1.24,4.65,1.24,5,1.2,4.46,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Becker B.,Bagnis F.,102,96,577,622,6,3,6,3,6,1,,,,,3,0,Completed,1.06,10,1.05,8,1.06,9,1.08,10.44,1.1,10.75,1.06,9.14,,
39,London,Wimbledon,28/06/16,Grand Slam,Outdoor,Grass,1st Round,5,Kukushkin M.,Klizan M.,57,48,867,943,7,6,7,6,6,4,,,,,3,0,Completed,1.4,3,1.35,2.9,1.4,3,1.46,2.95,1.46,3,1.41,2.86,,
